50566, 0.062449
81199, 0.105181
93573, 0.140104
105859, 0.252652
126308, 0.554188
128182, 0.204044
175639, 0.267384
204890, 0.787551
222088, 0.359002
297567, 0.478418
280786, 0.482074
317760, 0.701111
357075, 0.621014
546816, 1.174635
715823, 1.527523
778823, 1.529080
860036, 1.348466
819697, 1.394793
50566, 0.062260
81199, 0.106443
93573, 0.143389
105859, 0.254798
126308, 0.547895
128182, 0.205516
175639, 0.290833
204890, 0.797429
222088, 0.373274
297567, 0.498754
280786, 0.507697
317760, 0.701588
357075, 0.608223
546816, 1.149949
715823, 1.502301
778823, 1.471882
860036, 1.314724
819697, 1.391773
50566, 0.044734
81199, 0.081936
93573, 0.107543
105859, 0.187801
126308, 0.260446
128182, 0.147032
175639, 0.210373
204890, 0.551019
222088, 0.282372
297567, 0.359054
280786, 0.376028
317760, 0.522277
357075, 0.480611
546816, 0.899396
715823, 1.257821
778823, 1.207260
860036, 1.056004
819697, 1.151513
13, 0.000460
50566, 0.045487
50566, 0.047146
50566, 0.048215
50566, 0.048707
50566, 0.045914
50566, 0.048129
50566, 0.047648
50566, 0.046367
50566, 0.117927
50566, 0.121136
50566, 0.123404
50566, 0.116470
50566, 0.115542
50566, 0.114604
50566, 0.048522
50566, 0.130373
50566, 0.125896
50566, 0.125270
50566, 0.432918
50566, 0.432048
50566, 3.941993
50566, 0.108757
50566, 0.112815
50566, 0.365224
50566, 0.419309
50566, 0.425936
50566, 0.426896
50566, 0.425496
50566, 0.421224
50566, 0.434451
50566, 0.426252
50566, 0.422859
50566, 0.477043
50566, 0.552841
50566, 0.533682
50566, 0.774378
50566, 1.069466
50566, 1.787290
50566, 1.864946
50566, 7.151651
50566, 22.223269
50566, 0.049911
50566, 26.760533
50566, 22.583312
50566, 26.331247
50566, 27.315484
50566, 40.154461
50566, 42.493551
50566, 40.540464
50566, 38.160585
50566, 65.835799
50566, 39.995074
50566, 46.324556
